"iso","model","tas"
"IT-TR","CNRM-ESM2-1",11.5495218607659
"IT-TS","CNRM-ESM2-1",11.579543038536
"IT-TV","CNRM-ESM2-1",11.2094804630314
"IT-UD","CNRM-ESM2-1",8.32199880908289
"IT-VA","CNRM-ESM2-1",10.3915678301783
"IT-VB","CNRM-ESM2-1",4.40145390511765
"IT-VC","CNRM-ESM2-1",8.61300776833519
"IT-VE","CNRM-ESM2-1",12.0958151847461
"IT-VI","CNRM-ESM2-1",9.32919302427029
"IT-VR","CNRM-ESM2-1",11.065847002641
"IT-VS","CNRM-ESM2-1",14.6993659687378
"IT-VT","CNRM-ESM2-1",12.6815988715034
"IT-VV","CNRM-ESM2-1",12.8777325013386
"IT-AG","EC-Earth3-Veg",15.3116156554472
"IT-AL","EC-Earth3-Veg",10.6437198782908
"IT-AN","EC-Earth3-Veg",12.2524827273198
"IT-AO","EC-Earth3-Veg",-0.0972615758432802
"IT-AP","EC-Earth3-Veg",10.3036955022895
"IT-AQ","EC-Earth3-Veg",6.93354432903264
"IT-AR","EC-Earth3-Veg",10.0644035771099
"IT-AT","EC-Earth3-Veg",10.8418181031875
"IT-AV","EC-Earth3-Veg",11.1221459974631
"IT-BA","EC-Earth3-Veg",13.5164680372739
"IT-BG","EC-Earth3-Veg",7.4727860045217
"IT-BI","EC-Earth3-Veg",8.33757945510468
"IT-BL","EC-Earth3-Veg",3.88907694509104
"IT-BN","EC-Earth3-Veg",11.7944073595857
"IT-BO","EC-Earth3-Veg",10.948338074219
"IT-BR","EC-Earth3-Veg",14.7609948882379
"IT-BS","EC-Earth3-Veg",8.01804260299077
"IT-BT","EC-Earth3-Veg",14.1686813841787
"IT-BZ","EC-Earth3-Veg",1.37027721369773
"IT-CA","EC-Earth3-Veg",14.4546606044157
"IT-CB","EC-Earth3-Veg",12.1100600257116
"IT-CE","EC-Earth3-Veg",13.3261017978866
"IT-CH","EC-Earth3-Veg",11.5136528109943
"IT-CI","EC-Earth3-Veg",14.8043945408764
"IT-CL","EC-Earth3-Veg",15.0997794822067
"IT-CN","EC-Earth3-Veg",6.66403837269702
"IT-CO","EC-Earth3-Veg",8.50376402108554
"IT-CR","EC-Earth3-Veg",11.8146030190393
"IT-CS","EC-Earth3-Veg",12.0408741401679
"IT-CT","EC-Earth3-Veg",13.6092348398742
"IT-CZ","EC-Earth3-Veg",12.9208147649717
"IT-EN","EC-Earth3-Veg",13.8482462018052
"IT-FC","EC-Earth3-Veg",10.4332574406464
"IT-FE","EC-Earth3-Veg",12.2115551620241
"IT-FG","EC-Earth3-Veg",13.934676050384
"IT-FI","EC-Earth3-Veg",11.0063513239699
"IT-FM","EC-Earth3-Veg",11.7335131956632
"IT-FR","EC-Earth3-Veg",11.3168736109517
"IT-GE","EC-Earth3-Veg",9.83656469644805
"IT-GO","EC-Earth3-Veg",12.1782328563249
"IT-GR","EC-Earth3-Veg",12.8030198541625
"IT-IM","EC-Earth3-Veg",10.243744215779
"IT-IS","EC-Earth3-Veg",9.38302586968078
"IT-KR","EC-Earth3-Veg",14.6907109133585
"IT-LC","EC-Earth3-Veg",8.03016520120208
"IT-LE","EC-Earth3-Veg",15.4165852669338
"IT-LI","EC-Earth3-Veg",14.0524917727259
"IT-LO","EC-Earth3-Veg",11.7807663236813
"IT-LT","EC-Earth3-Veg",13.7547469192063
"IT-LU","EC-Earth3-Veg",10.3149838736448
"IT-MB","EC-Earth3-Veg",11.5608204477892
"IT-MC","EC-Earth3-Veg",10.4560240898497
"IT-ME","EC-Earth3-Veg",12.9279036558285
"IT-MI","EC-Earth3-Veg",11.9153478395355
"IT-MN","EC-Earth3-Veg",12.0292636281846
"IT-MO","EC-Earth3-Veg",10.1837809588019
"IT-MS","EC-Earth3-Veg",10.0569240071714
"IT-MT","EC-Earth3-Veg",13.9843480531407
"IT-NA","EC-Earth3-Veg",15.1360330765294
"IT-NO","EC-Earth3-Veg",10.9361567713664
"IT-NU","EC-Earth3-Veg",12.7456512306207
"IT-OG","EC-Earth3-Veg",12.6458882740621
"IT-OR","EC-Earth3-Veg",14.2392624262908
"IT-OT","EC-Earth3-Veg",13.8598526663014
"IT-PA","EC-Earth3-Veg",13.7708912169776
"IT-PC","EC-Earth3-Veg",9.96526692000697
"IT-PD","EC-Earth3-Veg",11.9946936546958
"IT-PE","EC-Earth3-Veg",11.015578977025
"IT-PG","EC-Earth3-Veg",10.4589873795527
"IT-PI","EC-Earth3-Veg",12.7689795512478
"IT-PN","EC-Earth3-Veg",9.17237621352563
"IT-PO","EC-Earth3-Veg",10.9120897905791
"IT-PR","EC-Earth3-Veg",9.5467872274689
"IT-PT","EC-Earth3-Veg",10.2627479447086
"IT-PU","EC-Earth3-Veg",11.0930148269546
"IT-PV","EC-Earth3-Veg",11.4111824072759
"IT-PZ","EC-Earth3-Veg",10.8988346940878
"IT-RA","EC-Earth3-Veg",11.8586818575639
"IT-RC","EC-Earth3-Veg",13.4526166816527
"IT-RE","EC-Earth3-Veg",9.97237851491057
"IT-RG","EC-Earth3-Veg",15.2010187602672
"IT-RI","EC-Earth3-Veg",9.13828584302767
"IT-RM","EC-Earth3-Veg",12.9928623190243
"IT-RN","EC-Earth3-Veg",11.3278342379445
"IT-RO","EC-Earth3-Veg",12.432721312398
"IT-SA","EC-Earth3-Veg",12.5319669302126
"IT-SI","EC-Earth3-Veg",11.3540640344938
"IT-SO","EC-Earth3-Veg",1.08802357151603
"IT-SP","EC-Earth3-Veg",11.3458446573325
"IT-SR","EC-Earth3-Veg",15.709746647744
"IT-SS","EC-Earth3-Veg",13.7310637865685
"IT-SV","EC-Earth3-Veg",10.3764511111409
"IT-TA","EC-Earth3-Veg",14.4281090790781
"IT-TE","EC-Earth3-Veg",10.4645882542919
"IT-TN","EC-Earth3-Veg",3.57783938636488
"IT-TO","EC-Earth3-Veg",6.5186596545411
"IT-TP","EC-Earth3-Veg",16.098199462251
"IT-TR","EC-Earth3-Veg",11.5452186266189
"IT-TS","EC-Earth3-Veg",11.5665650754222
"IT-TV","EC-Earth3-Veg",11.1967801861121
"IT-UD","EC-Earth3-Veg",8.30129324116187
"IT-VA","EC-Earth3-Veg",10.4013966116683
"IT-VB","EC-Earth3-Veg",4.42279873595201
"IT-VC","EC-Earth3-Veg",8.62636160818738
"IT-VE","EC-Earth3-Veg",12.0892851557818
"IT-VI","EC-Earth3-Veg",9.31202495421674
"IT-VR","EC-Earth3-Veg",11.0463168192296
"IT-VS","EC-Earth3-Veg",14.7098134562512
"IT-VT","EC-Earth3-Veg",12.6772167556622
"IT-VV","EC-Earth3-Veg",12.8823966484245
